src,dst,dijkstra_time_ms,priority_queue,dijkstra_distance,ch_time_ms,chpriority_queue,ch_distance,cch_time_ms,cch_priority_queue,cch_distance,identical
56603,91084,726,96581,665,4,138,665,7,210,665,true,
53123,15460,513,69420,469,4,164,469,4,229,469,true,
71711,73980,709,94190,668,3,142,668,3,198,668,true,
92136,74267,458,62349,564,6,153,564,3,181,564,true,
98990,46727,545,73586,667,3,143,667,3,173,667,true,
53706,82383,715,94846,650,3,161,650,4,208,650,true,
14603,74157,291,40042,304,7,144,304,4,172,304,true,
79207,48535,50,7845,214,3,70,214,3,126,214,true,
19210,14672,226,31174,291,3,148,291,4,196,291,true,
84777,78444,585,78949,559,6,136,559,3,189,559,true,
27352,84036,729,96235,589,3,113,589,3,194,589,true,
5959,91802,662,86654,382,3,114,382,3,206,382,true,
23354,61932,624,82627,463,3,142,463,3,164,463,true,
54787,5789,358,48870,356,3,135,356,3,145,356,true,
66720,46061,114,16545,186,3,89,186,3,119,186,true,
35579,17924,378,52177,325,6,148,325,3,170,325,true,
233,1400,10,1515,64,3,54,64,3,69,64,true,
94878,62428,202,29480,369,3,124,369,3,163,369,true,
36673,68780,528,70398,406,6,110,406,3,143,406,true,
75927,47512,17,2722,100,3,31,100,3,77,100,true,
17466,61742,179,25257,250,3,118,250,3,125,250,true,
56342,33809,379,52904,470,3,112,470,7,158,470,true,
64235,85111,574,77086,528,3,153,528,3,174,528,true,
65181,5290,168,24544,313,3,158,313,3,166,313,true,
45923,19589,35,5564,202,3,70,202,6,124,202,true,
41818,78191,672,89111,619,3,109,619,3,176,619,true,
45089,68296,680,90345,607,3,156,607,3,181,607,true,
84549,18883,385,52984,552,3,134,552,6,151,552,true,
87117,65516,536,71994,640,3,170,640,4,234,640,true,
24061,19717,437,59889,362,3,145,362,4,215,362,true,
14001,45104,504,67560,388,6,136,388,4,208,388,true,
84648,49994,526,71366,541,3,153,541,3,195,541,true,
61032,51011,501,67844,546,3,185,546,4,241,546,true,
55332,41620,600,79566,516,3,160,516,4,212,516,true,
57180,47567,376,51451,402,3,172,402,3,187,402,true,
33809,59548,658,88099,554,3,137,554,3,164,554,true,
28294,11351,181,25947,270,6,126,270,3,180,270,true,
24033,60204,316,42974,370,3,129,370,4,210,370,true,
16469,44726,63,9344,138,3,53,138,3,75,138,true,
