src,dst,dijkstra_time_ms,priority_queue,dijkstra_distance,ch_time_ms,chpriority_queue,ch_distance,cch_time_ms,cch_priority_queue,cch_distance,identical
7171,7398,70,8334,209,0,56,209,0,99,209,true,
9213,7426,67,7844,211,0,46,211,0,68,211,true,
9899,4672,35,4626,189,0,58,189,0,75,189,true,
5370,8238,2,331,33,0,21,33,0,48,33,true,
1460,7415,78,9739,203,0,78,203,0,63,203,true,
7920,4853,47,6159,176,0,49,176,0,77,176,true,
1921,1467,1,140,13,0,28,13,0,32,13,true,
8477,7844,74,9787,278,0,66,278,0,81,278,true,
2735,8403,69,8742,176,0,55,176,0,58,176,true,
595,9180,62,8173,138,1,82,138,0,100,138,true,
2335,6193,55,7068,210,0,55,210,0,63,210,true,
5478,578,22,3302,127,0,77,127,0,92,127,true,
6672,4606,62,8009,206,0,62,206,0,92,206,true,
3557,1792,52,7184,178,0,50,178,0,90,178,true,
23,140,1,152,14,0,9,14,0,23,14,true,
9487,6242,34,5604,172,0,72,172,0,94,172,true,
3667,6878,31,4882,131,0,70,131,0,70,131,true,
7592,4751,6,1134,57,0,53,57,0,68,57,true,
1746,6174,8,1561,48,0,33,48,0,58,48,true,
5634,3380,30,5065,150,0,47,150,0,53,150,true,
6423,8511,8,1484,72,0,41,72,0,29,72,true,
6518,529,33,5408,161,0,35,161,0,66,161,true,
4592,1958,22,3568,120,0,60,120,0,110,120,true,
4181,7819,9,1636,54,0,44,54,3,51,54,true,
4508,6829,33,5522,162,0,58,162,0,75,162,true,
8454,1888,22,3937,150,0,71,150,0,116,150,true,
8711,6551,0,104,21,0,22,21,0,21,21,true,
2406,1971,27,4555,135,0,42,135,0,73,135,true,
1400,4510,47,7553,124,0,54,124,0,82,124,true,
8464,4999,8,1589,86,0,35,86,0,100,86,true,
6103,5101,58,9373,238,0,71,238,0,82,238,true,
5533,4162,46,7574,192,0,54,192,0,89,192,true,
5718,4756,17,3139,94,0,50,94,0,80,94,true,
3380,5954,33,5516,153,0,47,153,0,52,153,true,
2829,1135,24,4160,101,0,73,101,0,89,101,true,
2403,6020,5,897,66,0,35,66,0,67,66,true,
1646,4472,58,9352,183,0,56,183,0,32,183,true,
